%z(ft),GR(API),NPHI(.),RHOB(g/cc),CALI(in) 
12294.5,13.07,0.0864,2.4500,6.030
12294.0,14.30,0.0871,2.4616,6.022
12293.5,19.79,0.0907,2.4738,6.030
12293.0,28.04,0.1027,2.4767,6.022
12292.5,35.60,0.1074,2.4708,6.006
12292.0,40.35,0.1150,2.4594,6.022
12291.5,47.54,0.1174,2.4555,6.014
12291.0,43.16,0.1214,2.4494,6.045
12290.5,38.08,0.1148,2.4418,6.053
12290.0,27.62,0.1156,2.4427,6.022
12289.5,27.14,0.1186,2.4622,6.022
12289.0,28.08,0.1340,2.4938,6.085
12288.5,27.68,0.1254,2.5023,6.085
12288.0,25.91,0.1074,2.4938,6.038
12287.5,23.05,0.0953,2.4700,6.038
12287.0,23.28,0.0942,2.4576,6.041
12286.5,23.85,0.0962,2.4504,6.038
12286.0,26.69,0.0909,2.4585,6.022
12285.5,35.61,0.0864,2.4654,6.014
12285.0,59.11,0.0876,2.4712,6.014
12284.5,67.93,0.0906,2.4709,6.030
12284.0,57.04,0.0909,2.4671,6.022
12283.5,30.27,0.0946,2.4669,6.030
12283.0,15.41,0.0972,2.4678,6.006
12282.5,14.47,0.1009,2.4673,6.022
12282.0,15.29,0.1015,2.4631,6.038
12281.5,18.99,0.0993,2.4620,6.038
12281.0,19.75,0.0946,2.4625,6.036
12280.5,23.68,0.0930,2.4577,6.038
12280.0,23.65,0.0861,2.4537,6.030
12279.5,22.90,0.0906,2.4532,6.022
12279.0,22.96,0.1000,2.4570,6.022
12278.5,20.82,0.1106,2.4604,6.045
12278.0,21.54,0.1146,2.4601,6.030
12277.5,17.09,0.1139,2.4572,6.022
12277.0,19.25,0.1078,2.4529,6.014
12276.5,21.04,0.0982,2.4583,6.014
12276.0,23.37,0.0823,2.4656,5.990
12275.5,23.91,0.0814,2.4686,5.998
12275.0,25.15,0.0886,2.4600,6.006
12274.5,22.63,0.0883,2.4649,6.006
12274.0,20.80,0.0891,2.4838,6.022
12273.5,20.22,0.0908,2.5159,6.022
12273.0,23.25,0.0951,2.5126,6.012
12272.5,23.48,0.0946,2.5122,6.045
12272.0,22.13,0.0925,2.5028,6.053
12271.5,20.69,0.0862,2.5031,6.069
12271.0,20.67,0.0839,2.4946,6.069
12270.5,18.78,0.0871,2.4829,6.053
12270.0,19.38,0.0941,2.4847,6.045
12269.5,19.57,0.0933,2.4795,6.069
12269.0,21.76,0.0926,2.4777,6.045
12268.5,19.99,0.0926,2.4676,6.022
12268.0,18.67,0.0905,2.4629,6.045
12267.5,17.79,0.0816,2.4614,6.006
12267.0,18.54,0.0925,2.4652,6.022
12266.5,19.93,0.0918,2.4681,6.022
12266.0,18.91,0.0998,2.4665,6.014
12265.5,22.29,0.0898,2.4631,6.022
12265.0,23.26,0.0869,2.4541,6.038
12264.5,22.59,0.0792,2.4695,6.045
12264.0,17.52,0.0835,2.4910,6.038
12263.5,17.37,0.0850,2.4968,6.038
12263.0,18.89,0.0863,2.4829,6.038
12262.5,23.06,0.0856,2.4616,6.030
12262.0,22.22,0.0825,2.4582,6.038
12261.5,22.88,0.0875,2.4554,6.022
12261.0,27.62,0.0884,2.4575,6.012
12260.5,30.56,0.0947,2.4595,6.045
12260.0,31.07,0.0942,2.4697,6.045
12259.5,25.13,0.0975,2.4738,6.014
12259.0,22.10,0.0953,2.4714,6.038
12258.5,22.53,0.0964,2.4683,6.014
12258.0,23.58,0.0946,2.4827,6.045
12257.5,29.27,0.0928,2.5093,6.014
12257.0,27.61,0.0876,2.5146,6.045
12256.5,26.58,0.0860,2.4940,6.038
12256.0,21.85,0.0932,2.4689,6.022
12255.5,23.57,0.0960,2.4503,6.038
12255.0,23.60,0.0965,2.4506,6.061
12254.5,22.87,0.0901,2.4479,6.014
12254.0,21.92,0.0897,2.4564,6.006
12253.5,20.25,0.0925,2.4572,6.022
12253.0,20.34,0.0964,2.4599,6.053
12252.5,19.11,0.0914,2.4587,6.018
12252.0,19.43,0.0879,2.4653,6.006
12251.5,19.45,0.0835,2.4684,6.022
12251.0,22.18,0.0855,2.4761,6.038
12250.5,22.00,0.0895,2.4839,6.022
12250.0,19.92,0.0863,2.4930,6.030
12249.5,16.01,0.0857,2.4877,6.014
12249.0,16.87,0.0789,2.4827,6.038
12248.5,20.46,0.0833,2.4779,6.022
12248.0,21.16,0.0873,2.4853,6.045
12247.5,20.65,0.0870,2.4894,6.045
12247.0,19.48,0.0858,2.4937,6.014
12246.5,19.82,0.0939,2.4836,6.012
12246.0,21.20,0.0977,2.4687,6.030
12245.5,19.57,0.0943,2.4563,6.022
12245.0,18.91,0.0933,2.4557,6.030
12244.5,16.07,0.0926,2.4605,6.038
12244.0,19.61,0.0951,2.4599,6.038
12243.5,26.17,0.0909,2.4586,6.014
12243.0,31.38,0.0945,2.4559,6.030
12242.5,32.09,0.0877,2.4581,6.006
12242.0,25.50,0.0861,2.4641,6.006
12241.5,24.84,0.0858,2.4713,6.022
12241.0,23.51,0.0892,2.4801,6.022
12240.5,26.16,0.0896,2.4822,6.045
12240.0,21.60,0.0919,2.4765,6.053
12239.5,21.40,0.0878,2.4742,6.030
12239.0,18.79,0.0890,2.4670,6.038
12238.5,21.17,0.0882,2.4676,6.053
12238.0,20.78,0.0954,2.4665,6.045
12237.5,19.76,0.0859,2.4677,6.038
12237.0,18.39,0.0791,2.4619,6.038
12236.5,17.34,0.0833,2.4544,6.030
12236.0,17.75,0.0875,2.4535,6.030
12235.5,17.24,0.0857,2.4597,6.006
12235.0,23.62,0.0770,2.4740,6.045
12234.5,33.18,0.0821,2.4924,6.041
12234.0,39.17,0.0802,2.5033,6.045
12233.5,31.65,0.0739,2.4934,6.053
12233.0,23.02,0.0736,2.4707,6.038
12232.5,23.29,0.0809,2.4624,6.045
12232.0,29.08,0.0781,2.4826,6.022
12231.5,33.78,0.0723,2.5093,6.014
12231.0,32.79,0.0666,2.5235,6.030
12230.5,30.02,0.0681,2.5126,6.038
12230.0,26.24,0.0692,2.4956,6.030
12229.5,22.85,0.0725,2.4825,6.014
12229.0,22.04,0.0848,2.4814,6.030
12228.5,28.85,0.0981,2.4832,6.022
12228.0,34.91,0.1023,2.4796,6.022
12227.5,41.77,0.0933,2.4674,6.038
12227.0,46.49,0.0951,2.4612,6.038
12226.5,48.14,0.0911,2.4586,6.030
12226.0,51.34,0.0931,2.4612,6.018
12225.5,47.81,0.0879,2.4601,6.030
12225.0,42.57,0.0941,2.4583,6.006
12224.5,31.57,0.0910,2.4459,5.998
12224.0,23.42,0.0857,2.4396,6.014
12223.5,19.53,0.0836,2.4449,6.006
12223.0,18.97,0.0791,2.4602,6.006
12222.5,20.58,0.0765,2.4719,6.014
12222.0,22.65,0.0784,2.4724,6.024
12221.5,24.63,0.0801,2.4787,6.006
12221.0,21.61,0.0790,2.4766,6.014
12220.5,20.08,0.0750,2.4755,5.998
12220.0,17.39,0.0725,2.4745,6.006
12219.5,17.86,0.0759,2.4796,5.998
12219.0,15.30,0.0824,2.4856,5.998
12218.5,15.79,0.0813,2.4824,5.982
12218.0,15.99,0.0804,2.4810,5.990
12217.5,20.63,0.0822,2.4762,5.990
12217.0,23.50,0.0841,2.4789,5.990
12216.5,32.99,0.1024,2.5079,6.006
12216.0,51.34,0.1514,2.5532,5.982
12215.5,71.78,0.1887,2.5777,6.101
12215.0,71.45,0.1543,2.5631,6.061
12214.5,50.14,0.1053,2.5209,6.061
12214.0,24.30,0.0816,2.4927,6.077
12213.5,13.08,0.0847,2.4773,6.045
12213.0,11.61,0.0840,2.4740,6.053
12212.5,12.00,0.0817,2.4687,6.045
12212.0,13.74,0.0789,2.4599,6.053
12211.5,13.68,0.0794,2.4614,6.030
12211.0,13.80,0.0808,2.4616,6.045
12210.5,13.77,0.0890,2.4689,6.045
12210.0,14.65,0.0957,2.4693,6.030
12209.5,16.26,0.0972,2.4769,6.038
12209.0,16.30,0.0899,2.4834,6.061
12208.5,16.13,0.0897,2.4831,6.061
12208.0,14.22,0.0908,2.4752,6.045
12207.5,12.67,0.0913,2.4646,6.038
12207.0,11.49,0.0894,2.4597,6.041
12206.5,11.11,0.0857,2.4586,6.047
12206.0,11.64,0.0825,2.4612,6.038
12205.5,11.74,0.0840,2.4593,6.061
12205.0,14.26,0.0856,2.4636,6.045
12204.5,13.54,0.0852,2.4592,6.045
12204.0,14.81,0.0875,2.4547,6.045
12203.5,16.08,0.0958,2.4457,6.053
12203.0,18.48,0.0924,2.4388,6.053
12202.5,28.11,0.0881,2.4496,6.053
12202.0,56.78,0.0941,2.4811,6.053
12201.5,83.62,0.1337,2.4951,6.053
12201.0,80.20,0.1259,2.4671,6.045
12200.5,51.94,0.1217,2.4273,6.053
12200.0,23.08,0.1005,2.4000,6.053
12199.5,17.47,0.1110,2.3996,6.053
12199.0,18.85,0.1097,2.3931,6.045
12198.5,24.74,0.1112,2.3979,6.045
12198.0,44.21,0.1172,2.4033,6.053
12197.5,67.48,0.1424,2.4136,6.045
12197.0,79.20,0.1743,2.4429,6.018
12196.5,67.62,0.1734,2.4580,5.982
12196.0,54.34,0.1318,2.4888,5.982
12195.5,57.29,0.1186,2.5054,5.974
12195.0,79.47,0.1518,2.5246,5.974
12194.5,73.93,0.1690,2.5121,5.998
12194.0,61.55,0.1408,2.4702,6.006
12193.5,34.61,0.1092,2.4476,6.006
12193.0,32.52,0.1029,2.4385,5.998
12192.5,32.02,0.1086,2.4755,6.006
12192.0,32.36,0.1032,2.4927,5.990
12191.5,30.69,0.0959,2.4956,6.018
12191.0,24.65,0.0880,2.4702,6.038
12190.5,24.62,0.0868,2.4544,6.014
12190.0,24.27,0.0905,2.4461,6.006
12189.5,27.52,0.0973,2.4490,6.014
12189.0,27.15,0.0987,2.4557,5.998
12188.5,26.62,0.0981,2.4574,5.982
12188.0,25.68,0.1061,2.4454,5.982
12187.5,25.17,0.0992,2.4400,5.982
12187.0,23.19,0.0907,2.4609,5.994
12186.5,21.73,0.0961,2.5196,5.990
12186.0,30.00,0.1538,2.5787,6.006
12185.5,55.27,0.1693,2.6165,6.014
12185.0,55.49,0.1356,2.5880,5.974
12184.5,46.19,0.0928,2.5559,6.030
12184.0,33.51,0.0992,2.4978,6.085
12183.5,52.61,0.0934,2.4767,6.117
12183.0,64.26,0.0975,2.4585,6.161
12182.5,57.34,0.1107,2.4790,6.141
12182.0,38.67,0.1218,2.4797,6.069
12181.5,27.50,0.1134,2.4628,6.065
12181.0,25.84,0.0978,2.4394,6.061
12180.5,27.41,0.0913,2.4358,6.069
12180.0,25.73,0.0957,2.4476,6.077
12179.5,22.41,0.0854,2.4605,6.038
12179.0,17.49,0.0783,2.4760,6.053
12178.5,17.82,0.0726,2.4778,6.018
12178.0,18.22,0.0773,2.4677,6.022
12177.5,18.40,0.0788,2.4590,6.014
12177.0,18.03,0.0881,2.4565,5.998
12176.5,16.72,0.0893,2.4704,6.030
12176.0,18.19,0.0879,2.4785,6.006
12175.5,19.33,0.0777,2.4821,6.030
12175.0,21.82,0.0732,2.4815,5.998
12174.5,22.43,0.0726,2.4825,6.014
12174.0,21.81,0.0824,2.4893,6.006
12173.5,20.06,0.0982,2.4974,6.022
12173.0,19.94,0.1004,2.5058,5.990
12172.5,20.53,0.0940,2.4995,5.966
12172.0,20.94,0.0873,2.5629,5.958
12171.5,19.34,0.0823,2.6704,5.974
12171.0,16.33,0.0837,2.7881,5.990
12170.5,23.56,0.1181,2.7793,5.990
12170.0,57.23,0.1804,2.7418,6.014
12169.5,109.29,0.2302,2.7147,6.038
12169.0,148.97,0.2238,2.7137,6.045
12168.5,169.56,0.2115,2.6845,6.045
12168.0,175.83,0.2346,2.6552,6.045
12167.5,184.58,0.2483,2.6518,6.053
12167.0,181.15,0.2244,2.6557,6.053
12166.5,180.22,0.1953,2.6785,6.065
12166.0,185.41,0.2033,2.7120,6.101
12165.5,173.48,0.1887,2.7237,6.109
12165.0,131.82,0.1293,2.6731,6.101
12164.5,72.61,0.0853,2.5849,6.113
12164.0,34.17,0.0843,2.5205,6.101
12163.5,19.68,0.0866,2.4891,6.069
12163.0,15.44,0.0860,2.4832,6.077
12162.5,13.91,0.0822,2.4736,6.069
12162.0,14.68,0.0817,2.4671,6.069
12161.5,15.79,0.0786,2.4656,6.038
12161.0,16.30,0.0777,2.4750,6.045
12160.5,16.31,0.0893,2.4849,6.053
12160.0,18.53,0.0904,2.4915,6.014
12159.5,19.31,0.0842,2.4922,6.006
12159.0,21.33,0.0683,2.4974,6.006
12158.5,20.40,0.0654,2.4911,6.012
12158.0,21.47,0.0682,2.4807,5.998
12157.5,23.24,0.0749,2.4778,6.006
12157.0,22.48,0.0727,2.4826,6.006
12156.5,27.46,0.0773,2.4904,5.990
12156.0,45.76,0.0880,2.5078,6.014
12155.5,50.16,0.1163,2.5297,6.030
12155.0,45.31,0.1234,2.5591,6.022
12154.5,21.52,0.1232,2.5360,6.006
12154.0,16.31,0.1065,2.5007,5.998
12153.5,16.09,0.1043,2.4505,6.101
12153.0,19.66,0.1064,2.4249,6.093
12152.5,21.44,0.1019,2.4105,6.069
12152.0,23.57,0.1002,2.4066,6.053
12151.5,25.71,0.1057,2.4130,6.069
12151.0,28.19,0.1139,2.4250,6.069
12150.5,33.60,0.1212,2.4423,6.069
12150.0,36.83,0.1281,2.4471,6.045
12149.5,36.83,0.1321,2.4444,6.045
12149.0,34.00,0.1288,2.4436,6.038
12148.5,34.88,0.1207,2.4548,6.053
12148.0,36.36,0.1100,2.4617,6.030
12147.5,35.62,0.1118,2.4603,6.030
12147.0,27.53,0.1028,2.4622,6.038
12146.5,25.97,0.0868,2.4770,6.030
12146.0,25.74,0.0740,2.4873,6.014
12145.5,27.22,0.0705,2.4833,5.990
12145.0,26.40,0.0845,2.4641,6.006
12144.5,24.11,0.0956,2.4521,5.994
12144.0,25.70,0.1088,2.4550,6.053
12143.5,26.56,0.0956,2.4756,6.038
12143.0,30.14,0.0748,2.4950,6.022
12142.5,30.80,0.0599,2.5014,6.006
12142.0,29.92,0.0746,2.4974,6.006
12141.5,28.60,0.0913,2.4806,6.014
12141.0,27.25,0.1204,2.4884,6.014
12140.5,26.44,0.1473,2.5060,6.022
12140.0,25.11,0.1500,2.5199,5.998
12139.5,26.14,0.1080,2.5044,6.014
12139.0,25.58,0.0814,2.4918,6.022
12138.5,26.59,0.1071,2.5258,6.022
12138.0,26.08,0.1551,2.5639,6.022
12137.5,30.46,0.1483,2.5586,6.109
12137.0,28.45,0.1176,2.5059,6.093
12136.5,27.24,0.1047,2.4604,6.069
12136.0,23.33,0.1088,2.4442,6.045
12135.5,23.15,0.1088,2.4488,6.077
12135.0,23.65,0.1037,2.4569,6.069
12134.5,25.84,0.1010,2.4633,6.069
12134.0,26.64,0.1000,2.4558,6.077
12133.5,25.13,0.1008,2.4442,6.089
12133.0,24.76,0.1034,2.4391,6.061
12132.5,24.22,0.1042,2.4382,6.085
12132.0,25.64,0.1054,2.4410,6.061
12131.5,24.91,0.1010,2.4417,6.045
12131.0,25.92,0.0938,2.4476,6.077
12130.5,24.97,0.0885,2.4522,6.077
12130.0,24.15,0.0912,2.4603,6.061
12129.5,23.73,0.0909,2.4725,6.045
12129.0,25.27,0.0930,2.4809,6.061
12128.5,25.92,0.0913,2.4783,6.045
12128.0,24.46,0.0962,2.4594,6.045
12127.5,21.96,0.0990,2.4444,6.065
12127.0,25.83,0.1045,2.4388,6.061
12126.5,32.91,0.1028,2.4493,6.053
12126.0,34.23,0.1003,2.4545,6.038
12125.5,27.00,0.0927,2.4504,6.053
12125.0,17.96,0.0956,2.4406,6.053
12124.5,15.26,0.0934,2.4389,6.053
12124.0,14.20,0.0968,2.4465,6.045
12123.5,14.39,0.0952,2.4499,6.053
12123.0,14.24,0.0991,2.4550,6.077
12122.5,14.02,0.0976,2.4551,6.045
12122.0,12.76,0.0862,2.4590,6.041
12121.5,13.61,0.0869,2.4559,6.053
12121.0,14.56,0.0886,2.4603,6.053
12120.5,16.96,0.0961,2.4636,6.053
12120.0,18.66,0.0956,2.4711,6.053
12119.5,18.66,0.0971,2.4708,6.053
12119.0,18.26,0.1063,2.4675,6.038
12118.5,16.52,0.1008,2.4571,6.061
12118.0,16.98,0.0945,2.4491,6.045
12117.5,18.31,0.0967,2.4487,6.045
12117.0,18.23,0.1084,2.4503,6.077
12116.5,17.55,0.1113,2.4593,6.045
12116.0,13.86,0.1052,2.4627,6.045
12115.5,15.47,0.1013,2.4678,6.030
12115.0,15.79,0.0992,2.4698,6.030
12114.5,18.35,0.0947,2.4706,6.045
12114.0,17.90,0.0955,2.4712,6.041
12113.5,17.78,0.0932,2.4690,6.038
12113.0,16.41,0.0995,2.4666,6.045
12112.5,15.42,0.1044,2.4694,6.069
12112.0,15.58,0.1105,2.4777,6.038
12111.5,16.94,0.0924,2.4843,6.022
12111.0,16.79,0.0843,2.4889,6.053
12110.5,15.07,0.0807,2.4788,6.030
12110.0,16.74,0.0843,2.4868,6.038
12109.5,18.18,0.0876,2.4909,6.038
12109.0,21.16,0.0824,2.4992,6.030
12108.5,18.92,0.0760,2.4880,6.022
12108.0,18.15,0.0762,2.4798,6.014
12107.5,16.34,0.0834,2.4744,6.065
12107.0,16.73,0.0845,2.4719,6.077
12106.5,15.41,0.0849,2.4696,6.085
12106.0,16.23,0.0786,2.4707,6.061
12105.5,14.15,0.0832,2.4726,6.069
12105.0,13.61,0.0848,2.4698,6.061
12104.5,13.35,0.0838,2.4622,6.077
12104.0,15.27,0.0830,2.4599,6.069
12103.5,18.06,0.0892,2.4663,6.053
12103.0,19.19,0.0890,2.4790,6.061
12102.5,19.17,0.0868,2.4890,6.061
12102.0,18.05,0.0802,2.4945,6.065
12101.5,16.54,0.0736,2.4920,6.053
12101.0,16.58,0.0707,2.4904,6.069
12100.5,17.89,0.0781,2.4845,6.069
12100.0,20.55,0.0790,2.4755,6.053
12099.5,19.76,0.0849,2.4698,6.041
12099.0,19.80,0.0835,2.4669,6.038
12098.5,21.50,0.0804,2.4688,6.045
12098.0,24.98,0.0753,2.4689,6.053
12097.5,24.54,0.0747,2.4748,6.038
12097.0,20.83,0.0779,2.4703,6.038
12096.5,16.03,0.0857,2.4695,6.045
12096.0,15.09,0.0952,2.4657,6.030
12095.5,14.81,0.0960,2.4764,6.030
12095.0,16.09,0.0903,2.4895,6.045
12094.5,15.87,0.0835,2.5074,6.030
12094.0,15.16,0.0789,2.5169,6.061
12093.5,14.84,0.0765,2.5079,6.069
12093.0,14.53,0.0775,2.4860,6.041
12092.5,16.60,0.0762,2.4743,6.045
12092.0,18.42,0.0826,2.4715,6.030
12091.5,19.51,0.0858,2.4708,6.061
12091.0,21.57,0.0901,2.4685,6.038
12090.5,20.06,0.0911,2.4673,6.045
12090.0,18.84,0.0919,2.4653,6.045
12089.5,15.42,0.0912,2.4682,6.045
12089.0,16.62,0.0869,2.4686,6.038
12088.5,17.81,0.0923,2.4681,6.061
12088.0,16.91,0.0990,2.5034,6.065
12087.5,16.33,0.0962,2.5785,6.053
12087.0,19.02,0.0900,2.6437,6.041
12086.5,37.72,0.0934,2.6612,6.125
12086.0,72.54,0.1234,2.6302,6.113
12085.5,98.99,0.1475,2.6110,6.117
12085.0,103.79,0.1304,2.5899,6.125
12084.5,72.44,0.1013,2.5620,6.101
12084.0,41.80,0.0920,2.5267,6.014
12083.5,17.94,0.1013,2.4885,6.038
12083.0,12.10,0.0944,2.4786,6.061
12082.5,13.26,0.0868,2.4820,6.045
12082.0,16.50,0.0825,2.4918,6.061
12081.5,19.15,0.0822,2.4939,6.045
12081.0,18.78,0.0791,2.5005,6.030
12080.5,17.87,0.0820,2.5038,6.053
12080.0,18.25,0.0865,2.5038,6.053
12079.5,16.92,0.0885,2.4958,6.053
12079.0,16.14,0.0931,2.4901,6.047
12078.5,14.61,0.0973,2.4808,6.038
12078.0,16.48,0.1007,2.4774,6.061
12077.5,15.90,0.0983,2.4761,6.041
12077.0,18.55,0.0918,2.4816,6.030
12076.5,17.55,0.0897,2.4803,6.053
12076.0,19.07,0.0944,2.4818,6.045
12075.5,20.76,0.1013,2.4839,6.053
12075.0,21.23,0.0978,2.4900,6.030
12074.5,21.07,0.0912,2.4877,6.045
12074.0,19.20,0.0942,2.4841,6.053
12073.5,24.60,0.0915,2.4820,6.038
12073.0,28.58,0.0859,2.4883,6.047
12072.5,28.95,0.0893,2.4863,6.053
12072.0,24.83,0.1020,2.4709,6.030
12071.5,19.70,0.1086,2.4476,6.022
12071.0,16.00,0.1055,2.4327,6.038
12070.5,14.49,0.1023,2.4275,6.041
12070.0,15.48,0.1016,2.4343,6.045
12069.5,18.25,0.1025,2.4474,6.030
12069.0,18.31,0.0997,2.4690,6.045
12068.5,19.31,0.1009,2.4920,6.030
12068.0,20.06,0.0886,2.5040,6.022
12067.5,23.27,0.0825,2.5032,6.030
12067.0,22.20,0.0687,2.4933,6.018
12066.5,21.89,0.0725,2.4807,6.045
12066.0,18.08,0.0743,2.4744,6.045
12065.5,19.64,0.0819,2.4674,6.045
12065.0,21.68,0.0846,2.4587,6.041
12064.5,33.73,0.0801,2.4690,6.022
12064.0,65.43,0.0925,2.5223,6.045
12063.5,102.37,0.1423,2.6031,6.069
12063.0,111.31,0.1580,2.6545,6.069
12062.5,81.68,0.1281,2.6430,6.077
12062.0,39.65,0.0893,2.5820,6.069
12061.5,19.73,0.0799,2.5267,6.053
12061.0,15.85,0.0819,2.4966,6.061
12060.5,15.92,0.0845,2.5101,6.093
12060.0,13.83,0.1175,2.5355,6.093
12059.5,11.79,0.1498,2.5610,6.089
12059.0,13.47,0.1455,2.5610,6.101
12058.5,15.05,0.1051,2.5443,6.113
12058.0,17.86,0.0930,2.5080,6.006
12057.5,17.88,0.1020,2.4821,6.014
12057.0,17.75,0.1105,2.4568,6.061
12056.5,31.05,0.1082,2.4458,6.061
12056.0,55.99,0.1070,2.4301,6.038
12055.5,58.94,0.1064,2.4324,6.030
12055.0,46.00,0.1048,2.4402,6.038
12054.5,20.81,0.0963,2.4536,6.038
12054.0,17.33,0.0954,2.4564,6.038
12053.5,14.38,0.0899,2.4667,6.061
12053.0,15.09,0.0846,2.4903,6.061
12052.5,14.21,0.0818,2.4996,6.077
12052.0,18.87,0.0831,2.4778,6.061
12051.5,17.96,0.0839,2.4588,6.053
12051.0,19.18,0.0877,2.4587,6.053
12050.5,15.27,0.0897,2.4807,6.053
12050.0,15.09,0.0881,2.4830,6.065
12049.5,19.15,0.0831,2.4801,6.061
12049.0,21.19,0.0770,2.4841,6.061
12048.5,21.41,0.0711,2.5072,6.085
12048.0,17.67,0.0739,2.5287,6.069
12047.5,16.97,0.0719,2.5320,6.085
12047.0,19.05,0.0681,2.5195,6.069
12046.5,19.73,0.0654,2.4988,6.077
12046.0,18.97,0.0693,2.4915,6.085
12045.5,16.42,0.0734,2.4795,6.065
12045.0,14.76,0.0737,2.4730,6.061
12044.5,13.87,0.0752,2.4657,6.069
12044.0,14.53,0.0790,2.4609,6.101
12043.5,14.66,0.0844,2.4684,6.077
12043.0,16.89,0.0875,2.4706,6.093
12042.5,16.20,0.0892,2.4697,6.022
12042.0,14.92,0.0782,2.4639,6.030
12041.5,14.23,0.0735,2.4607,6.038
12041.0,14.10,0.0759,2.4663,6.030
12040.5,15.23,0.0807,2.4687,6.045
12040.0,14.96,0.0883,2.4698,6.022
12039.5,15.07,0.1014,2.4606,6.006
12039.0,15.09,0.1043,2.4578,6.006
12038.5,15.02,0.1074,2.4599,6.014
12038.0,14.51,0.0989,2.4714,6.014
12037.5,15.66,0.0901,2.4693,5.998
12037.0,16.86,0.0887,2.4527,5.982
12036.5,18.72,0.1004,2.4396,5.990
12036.0,19.38,0.1027,2.4358,5.970
12035.5,19.02,0.1073,2.4419,5.998
12035.0,17.16,0.1189,2.4378,5.982
12034.5,15.90,0.1207,2.4392,5.982
12034.0,37.69,0.1073,2.4846,5.998
12033.5,71.14,0.1031,2.5946,6.038
12033.0,81.74,0.1669,2.6985,6.030
12032.5,60.73,0.2386,2.6680,6.133
12032.0,29.22,0.2223,2.5517,6.077
12031.5,19.82,0.1360,2.4468,6.065
12031.0,18.55,0.0948,2.4374,6.061
12030.5,17.31,0.1023,2.4492,6.069
12030.0,15.86,0.1170,2.4529,6.065
12029.5,15.09,0.1109,2.4474,6.061
12029.0,14.43,0.1038,2.4499,6.053
12028.5,16.13,0.1001,2.4464,6.038
12028.0,17.16,0.0977,2.4477,6.061
12027.5,16.96,0.0898,2.4503,6.038
12027.0,15.02,0.0858,2.4593,6.045
12026.5,13.82,0.0821,2.4671,6.045
12026.0,12.47,0.0836,2.5036,6.045
12025.5,13.09,0.0853,2.5122,6.061
12025.0,14.24,0.0843,2.5096,6.244
12024.5,16.36,0.0825,2.4762,6.228
12024.0,15.54,0.0889,2.4692,6.189
12023.5,15.25,0.0858,2.4751,6.173
12023.0,14.48,0.0821,2.4743,6.157
12022.5,17.18,0.0818,2.4661,6.165
12022.0,15.57,0.0891,2.4614,6.141
12021.5,15.38,0.0922,2.4583,6.141
12021.0,11.48,0.0921,2.4653,6.101
12020.5,15.15,0.0800,2.4727,6.077
12020.0,15.50,0.0825,2.4810,6.077
12019.5,16.88,0.0878,2.4882,6.053
12019.0,13.88,0.0900,2.4884,6.053
12018.5,13.39,0.0747,2.4809,6.069
12018.0,13.19,0.0729,2.4672,6.053
12017.5,15.18,0.0743,2.4523,6.006
12017.0,17.58,0.0741,2.4451,6.053
12016.5,18.15,0.0766,2.4470,6.053
12016.0,17.31,0.0776,2.4574,6.061
12015.5,16.03,0.0800,2.4672,6.041
12015.0,16.18,0.0841,2.4601,6.236
12014.5,14.96,0.0753,2.4535,6.204
12014.0,14.55,0.0800,2.4590,6.173
12013.5,14.41,0.0929,2.4623,6.085
12013.0,15.57,0.1045,2.4647,6.165
12012.5,16.21,0.1042,2.4599,6.165
12012.0,16.48,0.1015,2.4663,6.165
12011.5,17.06,0.0994,2.4665,6.149
12011.0,16.43,0.0964,2.4635,6.149
12010.5,16.30,0.0941,2.4627,6.125
12010.0,16.11,0.0927,2.4717,6.093
12009.5,14.96,0.0906,2.4964,6.085
12009.0,12.04,0.0877,2.5253,6.101
12008.5,11.68,0.0856,2.5265,6.069
12008.0,11.76,0.0795,2.5020,6.069
12007.5,14.05,0.0780,2.4813,6.077
12007.0,13.23,0.0751,2.4737,6.117
12006.5,13.57,0.0783,2.4783,6.117
12006.0,12.84,0.0789,2.4751,6.077
12005.5,13.58,0.0801,2.4816,6.045
12005.0,14.46,0.0817,2.4837,6.093
12004.5,14.17,0.0868,2.4765,6.161
12004.0,14.52,0.0877,2.4706,6.117
12003.5,14.16,0.0873,2.4663,6.093
12003.0,15.34,0.0969,2.4667,6.077
12002.5,13.26,0.0964,2.4559,6.101
12002.0,13.93,0.0939,2.4584,6.093
12001.5,13.89,0.0933,2.4729,6.260
12001.0,14.92,0.0982,2.5603,6.363
12000.5,14.05,0.0912,2.7223,6.332
12000.0,13.96,0.0937,2.8613,6.196
11999.5,12.76,0.0937,2.9156,6.189
11999.0,13.26,0.1009,2.7961,6.165
11998.5,14.25,0.0929,2.6512,6.165
11998.0,15.20,0.0925,2.5224,6.089
11997.5,15.87,0.0911,2.4713,6.085
11997.0,15.69,0.0922,2.4740,6.069
11996.5,16.64,0.0922,2.4843,6.069
11996.0,14.62,0.0942,2.4983,6.077
11995.5,12.62,0.0952,2.4953,6.125
11995.0,13.03,0.0890,2.4933,6.101
11994.5,13.03,0.0844,2.4964,6.109
11994.0,13.53,0.0786,2.5090,6.089
11993.5,13.57,0.0741,2.5079,6.149
11993.0,14.01,0.0723,2.5030,6.117
11992.5,14.70,0.0752,2.4836,6.133
11992.0,14.87,0.0730,2.4788,6.133
11991.5,13.88,0.0665,2.4726,6.109
